"x","y","color","pen down?","x","y","color","pen down?"
,,,,,,,,"0","48","105","true"
,,,,,,,,"1","85","105","true"
,,,,,,,,"2","296","105","true"
,,,,,,,,"3","45","105","true"
,,,,,,,,"4","575","105","true"
,,,,,,,,"5","144","105","true"
,,,,,,,,"6","123","105","true"
,,,,,,,,"7","150","105","true"
,,,,,,,,"8","3","105","true"
,,,,,,,,"9","266","105","true"
,,,,,,,,"10","6","105","true"
,,,,,,,,"11","103","105","true"
,,,,,,,,"12","13","105","true"
,,,,,,,,"13","49","105","true"
,,,,,,,,"14","292","105","true"
,,,,,,,,"15","312","105","true"
,,,,,,,,"16","18","105","true"
,,,,,,,,"17","43","105","true"
,,,,,,,,"18","858","105","true"
,,,,,,,,"19","1","105","true"
,,,,,,,,"20","37","105","true"
,,,,,,,,"21","181","105","true"
,,,,,,,,"22","380","105","true"
,,,,,,,,"23","103","105","true"
,,,,,,,,"24","353","105","true"
,,,,,,,,"25","107","105","true"
,,,,,,,,"26","29","105","true"
,,,,,,,,"27","307","105","true"
,,,,,,,,"28","472","105","true"
,,,,,,,,"29","15","105","true"
,,,,,,,,"30","29","105","true"
,,,,,,,,"31","46","105","true"
,,,,,,,,"32","62","105","true"
,,,,,,,,"33","39","105","true"
,,,,,,,,"34","350","105","true"
,,,,,,,,"35","229","105","true"
,,,,,,,,"36","250","105","true"
,,,,,,,,"37","28","105","true"
,,,,,,,,"38","57","105","true"
,,,,,,,,"39","313","105","true"
,,,,,,,,"40","52","105","true"
,,,,,,,,"41","163","105","true"
,,,,,,,,"42","78","105","true"
,,,,,,,,"43","42","105","true"
,,,,,,,,"44","104","105","true"
,,,,,,,,"45","32","105","true"
,,,,,,,,"46","909","105","true"
,,,,,,,,"47","126","105","true"
,,,,,,,,"48","699","105","true"
,,,,,,,,"49","79","105","true"
,,,,,,,,"50","11","105","true"
,,,,,,,,"51","57","105","true"
,,,,,,,,"52","314","105","true"
,,,,,,,,"53","168","105","true"
,,,,,,,,"54","436","105","true"
,,,,,,,,"55","8","105","true"
,,,,,,,,"56","197","105","true"
,,,,,,,,"57","46","105","true"
,,,,,,,,"58","179","105","true"
,,,,,,,,"59","194","105","true"
,,,,,,,,"60","83","105","true"
,,,,,,,,"61","50","105","true"
,,,,,,,,"62","202","105","true"
,,,,,,,,"63","123","105","true"
,,,,,,,,"64","58","105","true"
,,,,,,,,"65","89","105","true"
,,,,,,,,"66","69","105","true"
,,,,,,,,"67","441","105","true"
,,,,,,,,"68","342","105","true"
,,,,,,,,"69","19","105","true"
,,,,,,,,"70","137","105","true"
,,,,,,,,"71","293","105","true"
,,,,,,,,"72","165","105","true"
,,,,,,,,"73","52","105","true"
,,,,,,,,"74","344","105","true"
,,,,,,,,"75","191","105","true"
,,,,,,,,"76","47","105","true"
,,,,,,,,"77","112","105","true"
,,,,,,,,"78","119","105","true"
,,,,,,,,"79","500","105","true"
,,,,,,,,"80","65","105","true"
,,,,,,,,"81","67","105","true"
,,,,,,,,"82","145","105","true"
,,,,,,,,"83","115","105","true"
,,,,,,,,"84","99","105","true"
,,,,,,,,"85","145","105","true"
,,,,,,,,"86","32","105","true"
,,,,,,,,"87","104","105","true"
,,,,,,,,"88","92","105","true"
,,,,,,,,"89","244","105","true"
,,,,,,,,"90","29","105","true"
