"x","y","color","pen down?","x","y","color","pen down?"
,,,,,,,,"0","337","105","true"
,,,,,,,,"1","332","105","true"
,,,,,,,,"2","92","105","true"
,,,,,,,,"3","49","105","true"
,,,,,,,,"4","119","105","true"
,,,,,,,,"5","24","105","true"
,,,,,,,,"6","99","105","true"
,,,,,,,,"7","282","105","true"
,,,,,,,,"8","93","105","true"
,,,,,,,,"9","193","105","true"
,,,,,,,,"10","123","105","true"
,,,,,,,,"11","55","105","true"
,,,,,,,,"12","200","105","true"
,,,,,,,,"13","84","105","true"
,,,,,,,,"14","139","105","true"
,,,,,,,,"15","268","105","true"
,,,,,,,,"16","27","105","true"
,,,,,,,,"17","158","105","true"
,,,,,,,,"18","265","105","true"
,,,,,,,,"19","205","105","true"
,,,,,,,,"20","139","105","true"
,,,,,,,,"21","27","105","true"
,,,,,,,,"22","123","105","true"
,,,,,,,,"23","242","105","true"
,,,,,,,,"24","244","105","true"
,,,,,,,,"25","172","105","true"
,,,,,,,,"26","251","105","true"
,,,,,,,,"27","27","105","true"
,,,,,,,,"28","246","105","true"
,,,,,,,,"29","57","105","true"
,,,,,,,,"30","139","105","true"
,,,,,,,,"31","44","105","true"
,,,,,,,,"32","379","105","true"
,,,,,,,,"33","53","105","true"
,,,,,,,,"34","92","105","true"
,,,,,,,,"35","14","105","true"
,,,,,,,,"36","178","105","true"
,,,,,,,,"37","33","105","true"
,,,,,,,,"38","214","105","true"
,,,,,,,,"39","43","105","true"
,,,,,,,,"40","119","105","true"
,,,,,,,,"41","56","105","true"
,,,,,,,,"42","63","105","true"
,,,,,,,,"43","200","105","true"
,,,,,,,,"44","21","105","true"
,,,,,,,,"45","106","105","true"
,,,,,,,,"46","262","105","true"
,,,,,,,,"47","117","105","true"
,,,,,,,,"48","86","105","true"
,,,,,,,,"49","340","105","true"
,,,,,,,,"50","19","105","true"
,,,,,,,,"51","50","105","true"
,,,,,,,,"52","72","105","true"
,,,,,,,,"53","162","105","true"
,,,,,,,,"54","19","105","true"
,,,,,,,,"55","38","105","true"
,,,,,,,,"56","78","105","true"
,,,,,,,,"57","258","105","true"
,,,,,,,,"58","165","105","true"
,,,,,,,,"59","223","105","true"
,,,,,,,,"60","29","105","true"
,,,,,,,,"61","276","105","true"
,,,,,,,,"62","82","105","true"
,,,,,,,,"63","181","105","true"
,,,,,,,,"64","25","105","true"
,,,,,,,,"65","90","105","true"
,,,,,,,,"66","101","105","true"
,,,,,,,,"67","56","105","true"
,,,,,,,,"68","7","105","true"
,,,,,,,,"69","156","105","true"
,,,,,,,,"70","2","105","true"
,,,,,,,,"71","178","105","true"
,,,,,,,,"72","122","105","true"
,,,,,,,,"73","28","105","true"
